Customer ID,Recency,Frequency,Monetary,Cluster_K5,Segment
15230.0,239,2,429.6,3,At Risk
15172.0,8,5,1624.0500000000002,2,Champions
16587.0,232,1,225.14999999999995,3,At Risk
16617.0,235,1,151.85000000000002,3,At Risk
18227.0,217,2,388.75,3,At Risk
15063.0,213,1,370.7999999999999,3,At Risk
12590.0,211,2,9864.260000000004,0,Lost / Hibernating
12690.0,205,1,389.00999999999993,3,At Risk
15042.0,199,2,315.45000000000005,3,At Risk
15852.0,186,3,257.26,3,At Risk
16624.0,80,2,810.5699999999999,4,New / Promising
16323.0,196,2,353.66,3,At Risk
16969.0,39,3,650.41,4,New / Promising
14500.0,88,3,356.85,4,New / Promising
17124.0,185,1,298.89000000000004,3,At Risk
14622.0,184,1,320.58,3,At Risk
13343.0,177,1,353.43,3,At Risk
15585.0,176,1,455.30000000000007,3,At Risk
13618.0,173,1,177.34000000000003,3,At Risk
12837.0,173,2,688.4099999999999,0,Lost / Hibernating
15507.0,171,1,492.36,3,At Risk
13420.0,149,2,159.85,3,At Risk
17408.0,163,3,316.09000000000003,3,At Risk
17123.0,161,3,966.67,0,Lost / Hibernating
17312.0,138,3,644.3,0,Lost / Hibernating
18265.0,72,2,801.5100000000001,4,New / Promising
18024.0,152,2,389.78,3,At Risk
15839.0,33,3,1048.4900000000002,4,New / Promising
14331.0,124,2,462.66,0,Lost / Hibernating
13186.0,39,3,1575.89,4,New / Promising
16066.0,16,5,1521.87,2,Champions
15683.0,117,2,524.54,0,Lost / Hibernating
14772.0,112,1,139.26,3,At Risk
12968.0,112,1,135.95,3,At Risk
12518.0,0,5,2056.89,2,Champions
14529.0,60,3,620.0399999999998,4,New / Promising
13236.0,24,2,744.8499999999999,4,New / Promising
13812.0,42,3,539.0,4,New / Promising
14660.0,86,2,285.73999999999995,3,At Risk
13099.0,99,1,207.36,3,At Risk
14208.0,94,2,567.05,0,Lost / Hibernating
14359.0,19,3,912.18,4,New / Promising
12756.0,86,1,112.08,3,At Risk
14557.0,85,1,788.3800000000001,4,New / Promising
13279.0,78,1,137.75,3,At Risk
14806.0,75,2,303.43000000000006,4,New / Promising
14908.0,74,2,381.9,4,New / Promising
13639.0,74,2,1346.2700000000002,0,Lost / Hibernating
15175.0,71,1,224.14000000000007,3,At Risk
13354.0,71,1,743.5300000000003,4,New / Promising
13759.0,33,2,659.41,4,New / Promising
13364.0,71,1,134.96,3,At Risk
16478.0,25,3,331.00000000000006,4,New / Promising
16803.0,65,1,332.29999999999995,4,New / Promising
13882.0,2,5,1191.13,4,New / Promising
15612.0,36,2,195.15,4,New / Promising
14801.0,61,1,193.1399999999999,3,At Risk
16921.0,61,3,446.67,4,New / Promising
15330.0,32,2,714.96,4,New / Promising
14975.0,57,2,472.39,4,New / Promising
15113.0,9,3,3608.94,2,Champions
17824.0,51,1,298.4,4,New / Promising
17503.0,2,2,558.9599999999999,4,New / Promising
17947.0,37,1,176.68,4,New / Promising
13822.0,5,2,632.0000000000001,4,New / Promising
12544.0,36,1,372.7,4,New / Promising
14664.0,19,2,637.89,4,New / Promising
18209.0,28,1,139.10000000000002,4,New / Promising
13732.0,28,1,491.86,4,New / Promising
15654.0,9,2,922.5300000000002,4,New / Promising
13828.0,22,1,209.49000000000004,4,New / Promising
12702.0,19,1,219.0,4,New / Promising
14126.0,7,4,1172.46,4,New / Promising
17541.0,509,1,124.46000000000004,3,At Risk
17494.0,501,1,54.7,3,At Risk
14833.0,498,1,94.8,3,At Risk
13041.0,450,4,799.1299999999999,0,Lost / Hibernating
17665.0,493,1,563.1,3,At Risk
17792.0,467,2,370.0499999999998,3,At Risk
17599.0,477,1,52.05,3,At Risk
15702.0,476,1,112.57,3,At Risk
14187.0,473,1,123.5,3,At Risk
16375.0,470,2,104.0,3,At Risk
15779.0,463,2,124.08,3,At Risk
16100.0,462,1,582.6400000000001,3,At Risk
12859.0,458,1,575.0999999999999,3,At Risk
14444.0,456,1,132.04,3,At Risk
16815.0,453,2,410.97,3,At Risk
16646.0,449,1,678.7999999999998,3,At Risk
17161.0,444,1,856.0100000000001,3,At Risk
14933.0,443,4,1770.0,0,Lost / Hibernating
14611.0,443,2,604.3299999999999,0,Lost / Hibernating
17280.0,438,1,118.86,3,At Risk
18266.0,434,1,251.09999999999997,3,At Risk
14254.0,432,1,601.03,3,At Risk
12486.0,431,1,1037.2800000000002,0,Lost / Hibernating
12903.0,428,1,833.5300000000001,3,At Risk
15931.0,428,1,239.9,3,At Risk
13541.0,427,2,785.25,0,Lost / Hibernating
15177.0,425,1,948.9299999999998,0,Lost / Hibernating
14319.0,424,1,494.8499999999999,3,At Risk
16263.0,423,1,351.00999999999993,3,At Risk
12467.0,423,1,132.79999999999998,3,At Risk
16130.0,422,4,987.48,0,Lost / Hibernating
14296.0,421,2,456.4000000000001,3,At Risk
17202.0,420,1,160.65,3,At Risk
15742.0,619,1,156.86999999999998,3,At Risk
12671.0,606,1,2622.481000000001,0,Lost / Hibernating
14650.0,589,1,62.5,3,At Risk
15818.0,588,1,340.5,3,At Risk
13943.0,577,1,246.54,3,At Risk
16695.0,561,2,193.14999999999992,3,At Risk
17216.0,554,1,65.05000000000001,3,At Risk
18214.0,530,4,1780.3399999999997,0,Lost / Hibernating
17009.0,551,1,242.05999999999997,3,At Risk
13997.0,519,3,382.31,3,At Risk
17417.0,548,1,164.18,3,At Risk
15905.0,543,1,114.69000000000004,3,At Risk
16925.0,540,1,125.65,3,At Risk
15851.0,526,1,109.73,3,At Risk
12730.0,521,1,829.2500000000001,3,At Risk
17129.0,520,1,31.85,3,At Risk
18238.0,515,1,270.9200000000001,3,At Risk
12362.0,3,11,5356.23,1,Loyal Customers
16321.0,72,7,604.55,0,Lost / Hibernating
17998.0,380,3,639.24,0,Lost / Hibernating
15326.0,333,5,1700.5199999999998,0,Lost / Hibernating
15808.0,306,21,18409.929999999997,2,Champions
13748.0,95,9,2268.3500000000004,2,Champions
15602.0,8,16,3230.51,2,Champions
14000.0,211,5,2046.3400000000004,0,Lost / Hibernating
16131.0,51,12,9957.420000000002,2,Champions
14299.0,8,27,14499.49,1,Loyal Customers
15523.0,84,16,17359.99,2,Champions
13611.0,89,10,3319.53,2,Champions
16301.0,736,1,107.33,3,At Risk
17853.0,407,3,1608.1899999999998,0,Lost / Hibernating
16253.0,66,7,7310.15,2,Champions
16945.0,21,33,8548.159999999998,1,Loyal Customers
14295.0,40,4,2352.9100000000003,2,Champions
17043.0,32,8,2616.5499999999997,2,Champions
16143.0,3,12,4910.83,1,Loyal Customers
16843.0,42,35,19571.43,1,Loyal Customers
15109.0,245,3,983.1,0,Lost / Hibernating
16325.0,46,12,3597.5000000000005,2,Champions
17127.0,428,5,1155.0300000000002,0,Lost / Hibernating
13199.0,3,66,16417.89,1,Loyal Customers
14133.0,129,4,911.14,0,Lost / Hibernating
16395.0,60,14,3537.000000000002,2,Champions
15983.0,22,8,3958.82,2,Champions
14717.0,733,1,81.3,3,At Risk
17406.0,333,13,4905.050000000001,2,Champions
13211.0,10,10,2729.3200000000006,2,Champions
13491.0,51,27,4566.560000000001,2,Champions
13190.0,544,3,570.66,0,Lost / Hibernating
15358.0,4,42,17050.41,1,Loyal Customers
16684.0,4,55,147142.77000000002,1,Loyal Customers
13206.0,400,13,8377.320000000002,2,Champions
16353.0,3,38,9999.46,1,Loyal Customers
17457.0,126,14,5984.81,2,Champions
15369.0,492,11,6251.26,0,Lost / Hibernating
16735.0,78,14,6270.56,2,Champions
16940.0,52,8,6427.66,2,Champions
17512.0,28,18,5467.820000000001,2,Champions
15769.0,7,46,88704.32,1,Loyal Customers
15446.0,376,3,403.94999999999993,0,Lost / Hibernating
12439.0,682,2,1158.18,0,Lost / Hibernating
13013.0,1,29,12625.770000000002,1,Loyal Customers
16769.0,260,4,1141.7499999999998,0,Lost / Hibernating
17318.0,725,1,164.28,3,At Risk
17262.0,52,11,2757.62,2,Champions
15785.0,32,16,5969.93,2,Champions
15394.0,9,11,5286.800000000001,2,Champions
15184.0,29,4,689.95,4,New / Promising
18144.0,7,19,5058.000000000001,1,Loyal Customers
15863.0,25,5,358.70000000000005,4,New / Promising
15862.0,8,13,2923.1399999999994,2,Champions
16661.0,540,4,986.63,0,Lost / Hibernating
16720.0,26,3,603.4799999999999,4,New / Promising
17638.0,647,2,842.4,0,Lost / Hibernating
13510.0,1,11,4558.290000000001,1,Loyal Customers
13082.0,126,21,7335.75,2,Champions
17950.0,72,7,1432.8099999999995,2,Champions
14541.0,58,14,2499.68,2,Champions
15100.0,333,7,2894.7,0,Lost / Hibernating
13634.0,33,15,5027.78,2,Champions
18041.0,11,38,8752.380000000001,1,Loyal Customers
17871.0,204,5,1118.9899999999998,0,Lost / Hibernating
14461.0,148,13,6713.1100000000015,2,Champions
17773.0,514,2,585.27,0,Lost / Hibernating
12589.0,28,7,3639.9100000000008,2,Champions
14556.0,596,3,835.3399999999996,0,Lost / Hibernating
16085.0,23,12,2327.21,2,Champions
17180.0,56,11,2256.98,2,Champions
13192.0,95,6,2558.58,2,Champions
15727.0,16,15,9445.51,1,Loyal Customers
17584.0,7,6,5309.419999999999,2,Champions
16795.0,365,3,2492.3900000000003,0,Lost / Hibernating
13971.0,18,14,4667.570000000001,2,Champions
14365.0,394,2,634.6800000000002,0,Lost / Hibernating
15389.0,172,5,2733.8,0,Lost / Hibernating
13443.0,448,6,1276.37,0,Lost / Hibernating
17107.0,33,10,16075.420000000002,2,Champions
15167.0,320,5,1659.67,0,Lost / Hibernating
15784.0,467,2,848.3299999999999,0,Lost / Hibernating
16082.0,670,1,106.75,3,At Risk
12665.0,324,3,313.6,3,At Risk
17774.0,96,9,3327.0499999999997,2,Champions
17731.0,79,6,1708.9899999999996,2,Champions
12567.0,22,15,13709.86,1,Loyal Customers
13696.0,421,3,2020.4,0,Lost / Hibernating
13551.0,319,2,244.2,3,At Risk
16838.0,197,4,1159.61,0,Lost / Hibernating
18179.0,9,8,2547.55,2,Champions
13842.0,58,18,5629.91,2,Champions
13980.0,60,5,799.9200000000001,0,Lost / Hibernating
16273.0,648,2,336.04,3,At Risk
12360.0,52,8,4252.89,2,Champions
17667.0,66,9,3950.7,2,Champions
16519.0,25,4,554.16,4,New / Promising
17330.0,22,4,423.7999999999999,4,New / Promising
16946.0,383,5,1222.04,0,Lost / Hibernating
16177.0,50,8,2247.3100000000004,2,Champions
13793.0,646,1,96.0,3,At Risk
13873.0,119,8,1038.92,0,Lost / Hibernating
13214.0,417,7,3264.2300000000005,0,Lost / Hibernating
13377.0,396,2,1552.8800000000003,0,Lost / Hibernating
14426.0,23,17,11727.940000000002,1,Loyal Customers
13476.0,178,5,2061.4700000000003,0,Lost / Hibernating
13544.0,39,6,829.0000000000001,4,New / Promising
13799.0,116,9,2803.5699999999997,2,Champions
13276.0,63,5,1939.26,2,Champions
15221.0,366,4,2465.4500000000003,0,Lost / Hibernating
13530.0,634,1,402.98,3,At Risk
15227.0,36,9,2488.49,2,Champions
16652.0,58,16,17550.39,1,Loyal Customers
16008.0,23,15,5384.13,2,Champions
14928.0,627,1,223.91,3,At Risk
17552.0,60,12,3085.29,2,Champions
14596.0,626,1,229.4699999999999,3,At Risk
15105.0,18,9,3094.9099999999994,2,Champions
16970.0,626,1,71.4,3,At Risk
14166.0,505,2,256.85,3,At Risk
13445.0,626,1,241.9,3,At Risk
13988.0,19,8,4757.8,2,Champions
17001.0,0,19,6640.799999999999,1,Loyal Customers
14704.0,19,9,1781.2299999999996,2,Champions
12791.0,373,5,924.43,0,Lost / Hibernating
17068.0,12,47,9147.33,1,Loyal Customers
14688.0,7,28,7713.570000000002,1,Loyal Customers
13836.0,399,2,620.37,0,Lost / Hibernating
13031.0,407,5,3419.270000000002,0,Lost / Hibernating
15170.0,406,1,81.15,3,At Risk
17098.0,381,3,591.0699999999999,0,Lost / Hibernating
16767.0,30,15,8069.450000000001,2,Champions
15688.0,418,1,190.57,3,At Risk
14953.0,25,4,1011.27,4,New / Promising
14741.0,11,7,1897.59,2,Champions
15081.0,22,12,1965.72,2,Champions
16226.0,203,5,672.1699999999998,0,Lost / Hibernating
16491.0,46,2,1533.16,4,New / Promising
17260.0,411,1,120.95,3,At Risk
16770.0,57,9,1932.1300000000008,2,Champions
15796.0,1,17,5174.830000000001,1,Loyal Customers
14353.0,215,3,376.5,0,Lost / Hibernating
16962.0,409,1,251.03999999999996,3,At Risk
15373.0,8,17,3421.39,1,Loyal Customers
13246.0,18,11,3387.4300000000007,2,Champions
15981.0,24,21,9362.77,1,Loyal Customers
16784.0,19,5,896.53,4,New / Promising
14805.0,15,7,1104.64,2,Champions
14429.0,403,1,516.28,3,At Risk
13359.0,63,2,1043.31,4,New / Promising
15724.0,201,3,310.85,3,At Risk
16391.0,400,4,1100.2099999999994,0,Lost / Hibernating
17286.0,21,3,395.48,4,New / Promising
16350.0,21,9,2253.89,2,Champions
15347.0,366,4,1363.6,0,Lost / Hibernating
16455.0,63,11,4384.37,2,Champions
12778.0,19,9,1775.68,2,Champions
17548.0,233,4,731.2599999999998,0,Lost / Hibernating
13691.0,396,1,210.77999999999992,3,At Risk
14725.0,24,4,1309.36,4,New / Promising
15138.0,393,1,502.5199999999999,3,At Risk
17688.0,393,1,304.20000000000005,3,At Risk
13226.0,273,2,312.46000000000004,3,At Risk
14600.0,305,2,865.1699999999998,0,Lost / Hibernating
13961.0,392,1,538.4000000000001,3,At Risk
16121.0,57,5,1477.09,2,Champions
13545.0,390,2,374.64,3,At Risk
18044.0,4,18,3505.61,1,Loyal Customers
14192.0,388,1,293.74,3,At Risk
14417.0,387,1,604.1999999999996,3,At Risk
15515.0,387,1,171.80999999999997,3,At Risk
12890.0,24,2,717.2699999999998,4,New / Promising
16279.0,21,9,5705.08,2,Champions
12553.0,8,12,4608.75,2,Champions
17680.0,23,3,497.44999999999993,4,New / Promising
17713.0,382,4,1198.09,0,Lost / Hibernating
16821.0,381,1,113.35,3,At Risk
15864.0,22,7,2180.76,2,Champions
15951.0,8,3,1013.1699999999998,4,New / Promising
17720.0,26,10,2768.91,2,Champions
17989.0,379,1,228.83,3,At Risk
15210.0,225,3,1176.1899999999996,0,Lost / Hibernating
15212.0,241,2,208.27999999999997,3,At Risk
16356.0,197,6,415.87000000000006,0,Lost / Hibernating
12767.0,375,1,949.82,0,Lost / Hibernating
14078.0,101,9,1690.98,2,Champions
15922.0,373,1,739.0,3,At Risk
18011.0,373,2,527.03,3,At Risk
17194.0,360,2,776.6599999999999,0,Lost / Hibernating
15062.0,71,8,2585.62,2,Champions
16816.0,103,4,417.06,0,Lost / Hibernating
14334.0,16,12,4318.4800000000005,2,Champions
16270.0,353,1,1141.2399999999996,0,Lost / Hibernating
16112.0,143,4,195.74,3,At Risk
15464.0,338,1,1048.8500000000006,0,Lost / Hibernating
17800.0,37,9,1198.01,2,Champions
15033.0,4,10,2583.37,2,Champions
17064.0,58,3,859.35,4,New / Promising
14916.0,70,8,3042.9500000000003,2,Champions
13742.0,16,12,3131.0200000000004,2,Champions
12502.0,95,5,3723.87,2,Champions
12410.0,308,3,1013.71,0,Lost / Hibernating
17105.0,159,2,665.78,0,Lost / Hibernating
17537.0,29,2,897.6200000000003,4,New / Promising
12462.0,18,2,1189.59,4,New / Promising
16317.0,119,5,2192.51,0,Lost / Hibernating
16494.0,296,1,826.5299999999999,3,At Risk
13012.0,9,11,2972.83,2,Champions
13904.0,37,2,332.63999999999993,4,New / Promising
15932.0,4,8,2495.87,2,Champions
17117.0,288,1,116.19999999999996,3,At Risk
18056.0,288,2,554.5999999999999,0,Lost / Hibernating
13345.0,287,1,389.50000000000006,3,At Risk
16598.0,285,1,145.05,3,At Risk
12866.0,283,3,1227.35,0,Lost / Hibernating
13014.0,10,11,5381.080000000001,2,Champions
16449.0,197,2,707.6899999999998,0,Lost / Hibernating
17535.0,280,1,164.39999999999998,3,At Risk
14226.0,28,6,3002.5299999999993,2,Champions
12994.0,4,3,974.42,4,New / Promising
16672.0,2,20,8134.940000000001,1,Loyal Customers
14066.0,266,1,152.55,3,At Risk
12831.0,262,3,451.11,0,Lost / Hibernating
15644.0,166,4,812.9999999999998,0,Lost / Hibernating
17440.0,156,4,323.58,0,Lost / Hibernating
13950.0,11,4,745.06,4,New / Promising
13752.0,124,7,1590.7299999999998,0,Lost / Hibernating
13005.0,173,4,999.68,0,Lost / Hibernating
18040.0,19,2,357.20000000000005,4,New / Promising
14844.0,63,10,6702.4299999999985,2,Champions
16806.0,103,4,775.5399999999995,0,Lost / Hibernating
17120.0,233,1,307.46,3,At Risk
12506.0,232,1,73.50000000000003,3,At Risk
14759.0,4,3,1625.97,4,New / Promising
17061.0,73,11,5232.2300000000005,2,Champions
15128.0,60,5,1783.6800000000003,2,Champions
16990.0,218,2,344.0,3,At Risk
17578.0,218,7,1047.3300000000002,0,Lost / Hibernating
17174.0,217,1,59.9,3,At Risk
14691.0,30,5,2114.33,2,Champions
17505.0,161,5,2435.4799999999996,0,Lost / Hibernating
13062.0,191,1,346.98,3,At Risk
15405.0,189,2,659.8399999999999,0,Lost / Hibernating
15969.0,2,5,1127.05,4,New / Promising
17015.0,28,3,1842.56,4,New / Promising
12694.0,70,3,1843.35,0,Lost / Hibernating
14503.0,3,6,3543.26,2,Champions
12816.0,95,2,572.2,0,Lost / Hibernating
15825.0,172,1,532.94,3,At Risk
12379.0,81,4,1620.22,0,Lost / Hibernating
15130.0,169,1,330.11,3,At Risk
12548.0,166,1,95.2,3,At Risk
14351.0,164,1,51.0,3,At Risk
12424.0,162,4,3340.0300000000007,0,Lost / Hibernating
16866.0,140,3,207.74,3,At Risk
16929.0,3,7,1295.3900000000003,2,Champions
12722.0,85,4,997.63,0,Lost / Hibernating
13116.0,138,1,501.14,3,At Risk
14305.0,71,3,1858.96,0,Lost / Hibernating
15118.0,134,1,244.8,3,At Risk
14143.0,133,1,115.8,3,At Risk
18081.0,36,3,343.45000000000005,4,New / Promising
14567.0,56,2,1530.36,4,New / Promising
12828.0,2,6,1018.71,4,New / Promising
17656.0,73,5,1674.6899999999998,0,Lost / Hibernating
15653.0,92,2,877.4399999999999,0,Lost / Hibernating
12641.0,115,1,185.9,3,At Risk
15801.0,46,3,1063.9499999999998,4,New / Promising
14418.0,3,3,1937.25,4,New / Promising
16968.0,4,2,439.43000000000006,4,New / Promising
16340.0,107,3,1526.06,0,Lost / Hibernating
15690.0,4,2,239.76,4,New / Promising
18027.0,98,1,115.31,3,At Risk
13210.0,93,1,353.47999999999996,3,At Risk
15488.0,92,5,431.92,0,Lost / Hibernating
13272.0,31,2,276.56,4,New / Promising
14250.0,7,3,1904.0500000000009,4,New / Promising
14753.0,87,2,869.51,0,Lost / Hibernating
15933.0,21,3,1107.46,4,New / Promising
17144.0,1,2,984.57,4,New / Promising
13323.0,3,5,787.8499999999999,4,New / Promising
15947.0,82,1,1708.2400000000002,0,Lost / Hibernating
16627.0,79,1,322.8,3,At Risk
15593.0,70,1,199.8,3,At Risk
13558.0,5,4,605.06,4,New / Promising
16747.0,37,2,836.06,4,New / Promising
15739.0,66,1,449.12000000000006,4,New / Promising
13504.0,64,1,295.93,4,New / Promising
14592.0,35,3,570.4599999999998,4,New / Promising
17119.0,3,2,606.91,4,New / Promising
15335.0,53,1,173.97000000000003,3,At Risk
16363.0,53,1,109.36,3,At Risk
16313.0,3,2,274.15000000000003,4,New / Promising
16311.0,17,2,616.26,4,New / Promising
15677.0,49,3,1305.63,4,New / Promising
14474.0,46,2,1278.0800000000004,4,New / Promising
13697.0,38,1,151.3,4,New / Promising
18164.0,37,1,399.65,4,New / Promising
13271.0,37,1,217.3799999999999,4,New / Promising
18123.0,24,3,684.5899999999999,4,New / Promising
16759.0,7,3,789.79,4,New / Promising
14582.0,40,1,114.11,4,New / Promising
17590.0,2,3,1477.97,4,New / Promising
15444.0,9,2,1418.2600000000016,4,New / Promising
14039.0,33,2,267.28,4,New / Promising
15463.0,29,1,126.14,4,New / Promising
17502.0,9,4,689.0999999999999,4,New / Promising
14661.0,26,1,107.95,4,New / Promising
12938.0,25,1,114.14,4,New / Promising
17793.0,25,1,323.03999999999996,4,New / Promising
17904.0,21,1,191.66999999999993,4,New / Promising
13142.0,19,1,307.0899999999999,4,New / Promising
17253.0,18,1,178.26,4,New / Promising
15877.0,1,2,493.28,4,New / Promising
13332.0,14,1,350.9,4,New / Promising
13256.0,14,1,0.0,3,At Risk
13188.0,11,1,114.6,4,New / Promising
16479.0,10,2,300.83,4,New / Promising
15904.0,8,1,164.67999999999998,4,New / Promising
16789.0,8,1,80.8,4,New / Promising
12587.0,7,1,144.0,4,New / Promising
15539.0,7,1,538.46,4,New / Promising
13017.0,7,1,204.0,4,New / Promising
14486.0,511,2,175.5,3,At Risk
12595.0,504,1,299.02000000000004,3,At Risk
16075.0,502,2,736.93,0,Lost / Hibernating
13250.0,460,2,256.04,3,At Risk
16894.0,502,3,1324.0600000000015,0,Lost / Hibernating
12862.0,425,2,1008.3200000000004,0,Lost / Hibernating
14734.0,425,4,1056.4199999999998,0,Lost / Hibernating
15817.0,420,3,2766.4000000000005,0,Lost / Hibernating
13084.0,491,1,122.4,3,At Risk
16890.0,476,3,277.90999999999997,3,At Risk
18182.0,463,1,291.13,3,At Risk
14318.0,460,1,158.02000000000004,3,At Risk
16095.0,456,1,447.05000000000007,3,At Risk
15871.0,437,1,33.099999999999994,3,At Risk
13326.0,432,1,281.76,3,At Risk
14663.0,430,2,490.59999999999974,3,At Risk
13968.0,423,1,123.66,3,At Risk
18090.0,421,1,349.4,3,At Risk
17823.0,421,2,494.2500000000001,3,At Risk
13412.0,620,1,487.35,3,At Risk
15575.0,619,1,30.1,3,At Risk
17586.0,619,1,167.4,3,At Risk
14791.0,606,1,303.63,3,At Risk
17474.0,599,1,1047.0,0,Lost / Hibernating
14773.0,592,1,140.55,3,At Risk
16088.0,575,2,1437.43,0,Lost / Hibernating
15391.0,584,1,289.87,3,At Risk
18028.0,583,1,192.05,3,At Risk
12894.0,575,1,157.35,3,At Risk
14017.0,571,1,229.75000000000003,3,At Risk
16046.0,562,1,235.78,3,At Risk
12911.0,551,1,1680.4700000000005,0,Lost / Hibernating
15816.0,542,2,144.15,3,At Risk
13085.0,157,8,2433.2800000000007,2,Champions
15362.0,448,2,613.0799999999999,0,Lost / Hibernating
14110.0,3,33,12987.949999999995,1,Loyal Customers
17519.0,17,15,5109.470000000001,2,Champions
16011.0,8,29,5878.76,1,Loyal Customers
14543.0,28,39,14872.12,1,Loyal Customers
16763.0,198,2,964.7000000000002,0,Lost / Hibernating
17243.0,1,69,20870.959999999995,1,Loyal Customers
15265.0,151,4,3345.6400000000012,0,Lost / Hibernating
16701.0,8,26,9916.730000000003,1,Loyal Customers
15680.0,9,10,4507.580000000001,2,Champions
14467.0,17,12,2220.99,2,Champions
18108.0,254,3,848.8100000000002,0,Lost / Hibernating
16086.0,59,10,2864.99,2,Champions
12435.0,79,6,13925.929999999997,2,Champions
14122.0,406,3,362.42,3,At Risk
14347.0,736,1,82.60000000000001,3,At Risk
17314.0,24,17,4904.43,2,Champions
14952.0,59,32,17629.350000000002,1,Loyal Customers
14291.0,1,23,7904.0999999999985,1,Loyal Customers
12712.0,28,21,7193.66,1,Loyal Customers
14173.0,10,6,586.0,4,New / Promising
14593.0,21,12,3704.5100000000016,2,Champions
17954.0,5,19,3963.500000000002,1,Loyal Customers
17296.0,730,1,338.13,3,At Risk
14099.0,16,20,5765.710000000001,1,Loyal Customers
17679.0,52,7,3577.6100000000006,2,Champions
14680.0,25,58,57412.77,1,Loyal Customers
12510.0,142,7,3767.03,2,Champions
13162.0,122,16,9275.489999999998,2,Champions
16351.0,332,13,3330.03,2,Champions
17018.0,40,6,2287.7,2,Champions
13589.0,14,6,1120.74,2,Champions
17920.0,4,54,24492.66000000001,1,Loyal Customers
15751.0,460,11,1380.4399999999998,0,Lost / Hibernating
13319.0,5,58,22082.499999999993,1,Loyal Customers
13890.0,1,14,2927.38,1,Loyal Customers
16686.0,47,16,5070.92,2,Champions
17610.0,540,5,1529.4900000000005,0,Lost / Hibernating
14037.0,176,6,836.9500000000002,0,Lost / Hibernating
16018.0,39,4,698.13,4,New / Promising
14063.0,686,7,9471.499999999998,0,Lost / Hibernating
14605.0,374,4,936.31,0,Lost / Hibernating
15823.0,729,2,3867.170000000001,0,Lost / Hibernating
17027.0,78,9,1327.1099999999997,2,Champions
13173.0,4,11,2629.35,2,Champions
14648.0,416,15,4543.6,2,Champions
15032.0,256,8,13780.649999999998,2,Champions
17351.0,36,12,1964.3799999999997,2,Champions
13735.0,24,13,9813.219999999998,2,Champions
17819.0,71,12,6612.52,2,Champions
17799.0,22,20,6341.89,1,Loyal Customers
16098.0,87,14,4448.1,2,Champions
16554.0,42,8,2841.7199999999993,2,Champions
13050.0,14,34,12235.3,1,Loyal Customers
15637.0,52,5,797.5899999999999,4,New / Promising
16119.0,8,8,1720.8100000000002,2,Champions
17776.0,386,2,337.3,3,At Risk
14055.0,106,3,1520.96,0,Lost / Hibernating
16439.0,722,1,310.70000000000005,3,At Risk
15879.0,404,4,1157.2999999999995,0,Lost / Hibernating
13995.0,15,14,3902.01,2,Champions
18190.0,192,5,745.62,0,Lost / Hibernating
15865.0,40,5,2248.92,2,Champions
15152.0,9,14,5263.83,1,Loyal Customers
12549.0,575,6,1575.68,0,Lost / Hibernating
16841.0,36,12,4006.059999999999,2,Champions
15002.0,115,9,4817.28,2,Champions
15046.0,9,25,7793.439999999999,1,Loyal Customers
18057.0,393,3,1182.3900000000003,0,Lost / Hibernating
14442.0,204,7,5367.0199999999995,2,Champions
13982.0,39,9,4445.589999999999,2,Champions
15095.0,103,10,3141.64,2,Champions
15885.0,92,14,1936.8199999999997,2,Champions
15682.0,599,2,318.24,3,At Risk
17242.0,108,5,2889.2799999999997,0,Lost / Hibernating
12703.0,71,4,1006.5299999999996,0,Lost / Hibernating
16255.0,16,15,4906.800000000001,2,Champions
14628.0,91,5,1998.0,0,Lost / Hibernating
14672.0,234,4,1113.14,0,Lost / Hibernating
14469.0,416,4,2112.21,0,Lost / Hibernating
14068.0,320,4,1528.37,0,Lost / Hibernating
16014.0,37,5,1130.27,4,New / Promising
16840.0,603,2,139.85,3,At Risk
16834.0,227,2,898.96,0,Lost / Hibernating
15023.0,3,20,12147.53,1,Loyal Customers
14497.0,309,2,697.06,0,Lost / Hibernating
16266.0,73,14,1757.9499999999998,2,Champions
13874.0,358,7,2049.15,0,Lost / Hibernating
18267.0,672,1,269.36999999999995,3,At Risk
13834.0,576,2,324.19,3,At Risk
17083.0,109,9,4049.79,2,Champions
12670.0,10,7,3760.29,2,Champions
16608.0,453,2,1288.7200000000005,0,Lost / Hibernating
17340.0,29,18,22404.82,1,Loyal Customers
17778.0,661,1,197.7,3,At Risk
16911.0,635,2,255.24999999999991,3,At Risk
14244.0,660,1,366.4200000000001,3,At Risk
14152.0,75,7,1997.3399999999997,2,Champions
12891.0,185,11,840.5,0,Lost / Hibernating
18257.0,39,12,4585.150000000001,2,Champions
13552.0,66,22,6978.92,2,Champions
17332.0,528,5,827.7699999999998,0,Lost / Hibernating
15928.0,656,1,293.53000000000003,3,At Risk
16450.0,149,3,1505.7300000000002,0,Lost / Hibernating
13434.0,74,5,1666.86,0,Lost / Hibernating
13772.0,33,8,3114.2200000000003,2,Champions
13490.0,654,1,154.25,3,At Risk
13883.0,10,14,6535.370000000001,1,Loyal Customers
13561.0,215,11,1820.72,0,Lost / Hibernating
17373.0,40,7,1167.5,2,Champions
17477.0,612,2,1144.3,0,Lost / Hibernating
16960.0,38,8,2041.4800000000005,2,Champions
13835.0,25,7,1095.2700000000002,2,Champions
13515.0,72,6,1265.8199999999997,2,Champions
